user_id,item_name,raiting
76561198065138903,Terraria,5
76561198029596731,The Elder Scrolls V: Skyrim,5
Diamond_Frost,Dead Island,5
tigeroamer,Fallout: New Vegas,5
hnnnggg,Explodemon,5
bojackn,Garry's Mod,5
pathorn2000,PAYDAY 2,3
switchnation,Castle Crashers,5
noscopedninja,Killing Floor 2,5
042153100,Unturned,5
sweglord360,The Culling,5
dmckay,Awesomenauts,5
SwiftEscudo,12 Labours of Hercules II: The Cretan Bull,1
swill215,Dead Rising 3,5
76561198021586407,Fallout: New Vegas,1
SWTOROF2099,Realm of the Mad God,5
SyBR,Killing Floor: Uncovered,5
alexmcdermott,Tales of Zestiria,5
76561198060993682,Elite Dangerous,5
syntax_leechking,Dishonored,5
76561198044670048,Kerbal Space Program,1
76561198075141715,No Man's Sky,1
kiyadabae,PAYDAY 2,2
76561197961718947,Warframe,5
sas123567,Counter-Strike: Global Offensive,5
nabady,Rust,5
76561198079215291,Grand Theft Auto V,4
76561198061375427,Spec Ops: The Line,1
Nxit,Sam & Max 301: The Penal Zone,5
SATANASMEUGRANDECHAPA,Space Engineers,3
Breadi,War Thunder,3
kzkyus,Dishonored,3
Jackoo0,Borderlands 2,1
tabpol95,Verdun,1
tackergun,Penguins Arena: Sedna's World,1
TacozAreImmortality,Grand Theft Auto V,1
76561198045767413,Evolve Stage 2,5
TACOTACOTACOCAT,Way of the Samurai 4,1
muagsri,Super Monday Night Combat,5
tangello1,Goat Simulator,3
76561198081260159,Total War: WARHAMMER,1
lightandtangy,Jamestown,5
76561198047693395,Nuclear Throne,1
Tankingtype,Metro: Last Light Redux,5
timelb,Alan Wake,5
76561198057451875,Space Engineers,5
Tarvo69,Planetary Annihilation,5
76561198057347106,The Dead Linger,1
76561198073028726,The Stalin Subway,1
76561198007573338,Paladins,5
76561198096079340,Gone Home,5
Tazcam,Counter-Strike: Global Offensive,1
76561198064619367,Spec Ops: The Line,1
LeAssasinMinion,The Forest,2
76561198060715854,Dragon Nest,1
76561198080653695,Space Engineers,1
TeamAmbiguous,Terraria,5
76561198046733476,Middle-earth: Shadow of Mordor,5
76561198083888554,FNaF World,1
76561198041628266,Space Engineers,1
HipsterGoku,Dying Light,5
76561198083911488,Spiral Knights,3
angstyteen,Dirty Bomb,5
TeenoGames,Undertale,5
optamusjebus,Dragon Age: Origins - Ultimate Edition,5
TehStoneMan,Deer Man,5
76561198005821848,Operation Flashpoint: Dragon Rising,1
darkforb,Saints Row: The Third,1
TemsterGaming,Unturned,3
76561198064534559,Left 4 Dead 2,1
tenndown,Counter-Strike: Global Offensive,5
76561198115279437,The Elder Scrolls V: Skyrim,5
76561198025344728,Keep Talking and Nobody Explodes,5
alexnjay11,Counter-Strike: Global Offensive,5
Nidowa,Saints Row IV,5
TETTRIC1,Dark Souls: Prepare to Die Edition,1
Tezzdog,Call of Duty: Black Ops III,1
TERM-827,Prison Architect,5
76561198097516242,Counter-Strike: Global Offensive,1
Frituplay,Counter-Strike: Global Offensive,5
76561198093260139,Dungeon of the Endless,5
76561198093736769,Angry Birds Space,4
76561198077722291,Company of Heroes 2,5
76561198065940145,Call of Duty: Black Ops II,2
ErikCronin,Terraria,3
benjaminalan,The Binding of Isaac,5
nottomatoes768,Awesomenauts,4
76561198164934819,Uncrowded,1
76561198088891398,The Long Dark,5
Thatmeepo,Counter-Strike: Global Offensive,3
76561198073446384,Kung Fury,3
76561198042076905,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,5
thavleifrim,Fallout: New Vegas,1
Tommy45344,Dream,1
Senioritis67789,Borderlands: The Pre-Sequel,5
76561198037228389,Block'hood,5
76561198083316709,Mountain,5
TheKatakiuchi,Risk of Rain,5
strander01,Dark Souls: Prepare to Die Edition,5
sdfesdfes,Trials Evolution Gold Edition,5
gamerxxx21,Organ Trail: Director's Cut,5
BotBuddha,Call of Duty: Advanced Warfare,1
76561198098249951,CrossCode,5
doctorwho1233,Planetary Annihilation,1
76561198071159606,Counter-Strike: Global Offensive,3
76561198091127623,Spooky's Jump Scare Mansion,5
golin45,Fistful of Frags,3
TheEternalDay,South Park™: The Stick of Truth™,3
FaggotofWisdom,Garry's Mod,5
76561198049432111,Counter-Strike: Global Offensive,3
76561198046732318,DayZ,2
piemonkey3000,Spiral Knights,1
foolsfoolsfools,Portal 2,3
presidentllama,LIMBO,5
barren_cookie,Football Manager 2015,4
76561198044783111,Counter-Strike: Global Offensive,5
Swezza,Counter-Strike: Global Offensive,5
76561198061977789,The Long Dark,5
My_Special_Place,Hearts of Iron III,5
76561198039665073,CastleMiner Z,4
76561198044884778,Pajama Sam 2: Thunder and Lightning Aren't So Frightening,5
76561198082582975,Magicka,1
53112195114,Terraria,1
lolatyourfail,My Name is Mayo,5
76561198025915863,Mirror's Edge,1
SHated14,Counter-Strike: Global Offensive,2
Giggity420,Half-Life 2: Episode One,3
76561198047309532,Go! Go! Nippon! ~My First Trip to Japan~,3
wbauern68,Borderlands 2,5
76561198079888597,Stronghold Kingdoms,5
76561198038294997,Always Sometimes Monsters,5
76561198093275367,LEGO® MARVEL Super Heroes,3
76561198066322710,Guns of Icarus Online,5
the_mad_doctor123,Train Simulator,1
76561198016599173,Subnautica,5
1iam1iam1iam,Aftermath,2
MichaelE,Magicite,5
TheMoDiiFii3r,Robocraft,2
MadamUSB,PlanetSide 2,5
logermax,Counter-Strike: Global Offensive,1
76561198036064945,Rocket League,5
portjackson,Divine Souls,3
The-Burnt_Toast,Big Pharma,1
Tomsen1,BioShock Infinite,5
76561198073186208,Rust,5
76561198082534673,Torchlight II,5
76561198078078491,StarDrive 2,5
76561197975058559,Spacebase DF-9,1
LecXii,Pony Island,3
Omixodia,Reus,4
jkjmnb,Borderlands 2,5
therealivan,Rise of Nations: Extended Edition,1
zrustz16,Free to Play,5
TheRongGuy,Batman™: Arkham Knight,5
TheOneSlug,Company of Heroes 2,3
XZAGR,Garry's Mod,5
Smeegan,Garry's Mod,1
psychoticallyhappy,"Sir, You Are Being Hunted",2
76561198051772381,Trapped Dead,5
76561198067030650,Counter-Strike: Global Offensive,3
g0dkiller,The Stomping Land,5
76561198053114643,Gotham City Impostors: Free To Play,5
76561198065978480,DayZ,1
cheekypig55,Hotline Miami,5
76561198086119658,Life Is Strange™,5
76561198185622318,Counter-Strike: Global Offensive,3
aussiead,BlazBlue: Calamity Trigger,5
middablue,SUPERHOT,5
76561198093938729,Risk of Rain,5
TheCrypticWolf,My Name is Mayo,5
76561198046696947,ARK: Survival Evolved,5
76561198029266488,Dishonored,5
lukebourne84,Sid Meier's Civilization V,3
76561198053443436,Star Trek Online,1
76561198043026878,PAYDAY 2,5
76561198098025074,Blacklight: Retribution,5
cocacolax12,Counter-Strike: Global Offensive,5
theenigmaticphicist,Game of Thrones - A Telltale Games Series,1
seantheextraprawnsheepguy,Counter-Strike: Global Offensive,5
keth98,Life Is Strange™,5
THEGHOST646,Labyrinthine Dreams,2
scarytankman10,Goat Simulator,1
TheHolyPotato57,Epic Battle Fantasy 4,5
TheIonForge,Mad Max,3
TheJordanSixFifty,Counter-Strike: Global Offensive,5
76561198057981752,Counter-Strike: Global Offensive,3
thelonewolfk32,The Way of Life Free Edition,1
76561198093265305,Arma 2,5
TheMadAussieUchiha,"Warhammer 40,000: Dawn of War - Game of the Year Edition",5
76561198057367979,Terraria,5
TheMurderMoose,Middle-earth: Shadow of Mordor,5
Thenakidninja,Counter-Strike: Global Offensive,5
76561198065663621,Fallout 4,5
Like_A_Director,Counter-Strike: Global Offensive,3
EPGPenguin,Savage Lands,1
76561198065681169,Arma 3,1
76561198066722009,Terraria,3
76561198044042065,Total War: WARHAMMER,5
76561198161407932,Game of Thrones - A Telltale Games Series,5
ThereSheBlows,Counter-Strike: Global Offensive,5
RevivedShadow,Fractured Space,5
76561198056640740,Call of Duty: Modern Warfare 3,5
76561198013459229,L.A. Noire,5
reedrulz,Brütal Legend,3
thethirdturd,Don't Starve Together,3
TheTim,Windward,5
Theusmellthis,Counter-Strike: Global Offensive,5
thevalleykids,The Binding of Isaac,5
heyykids,Rocket League,1
TheyCallMeDaRrk,Rust,5
76561198009005804,DayZ,1
76561198122884898,Alien: Isolation,1
Skirin200,Rocket League,5
76561198125983083,Arma 3,5
76561198068667319,Just Cause 2,5
code_maikel,TrackMania² Stadium,5
76561198077113035,Counter-Strike: Global Offensive,5
thomi6108,Counter-Strike: Global Offensive,5
Thrasharrl,Counter-Strike: Global Offensive,3
thrillder,Heroes & Generals,3
Thisisareallylongurladdress,Slime Rancher,5
OfficialVinyldash,Starbound,3
FuriousTheMonkeyBoy,Lost Lands: Mahjong,3
76561197998402311,Basement,1
tanryanrachmat,DayZ,5
tigerout,Starbound,5
Mutivate,Half-Life,5
76561198042649425,Divinity: Original Sin (Classic),5
WatchAnimeEveryDay,Grass Simulator,5
76561198111408860,Dirty Bomb,5
76561198062267241,Unturned,5
smokecoaleveryday,Borderlands,5
timasaurus,Mount & Blade: Warband,1
76561198017841947,Star Trek Online,2
gayanimeguy,King Arthur's Gold,5
76561198039397758,War Thunder,1
time4b,Tom Clancy's Rainbow Six Siege,5
76561198046274386,Counter-Strike: Global Offensive,5
76561198084725400,Terraria,5
DrCrackers,One Finger Death Punch,5
76561198066105606,Terraria,5
tinyrickexclamationmark,Tower Unite,1
Tismatty,Screencheat,5
NerdsRepublic-ID-Titch22,Unturned,3
76561198028408815,Counter-Strike: Global Offensive,3
taijikeron,Undertale,5
GrifforkAndZeo,Five Nights at Freddy's,1
TheAnonymous15,Fallout 4,5
76561198074117066,Warhammer: End Times - Vermintide,5
tnt_zombie,The Escapists,3
kmkm2op,Cities: Skylines,3
thetoaste,PAYDAY 2,3
Tuddddddddd,Counter-Strike: Global Offensive,3
tobydespankengine,Five Nights at Freddy's,1
Nishimura,Unturned,3
76561198071502897,Long Live The Queen,1
toeler,Grand Theft Auto: San Andreas,1
ginntron,Tales from the Borderlands,3
PugsAus,Stranded Deep,5
Vulcan21,Ironclad Tactics,5
Tohic,Firefighters 2014,5
76561198063180532,Delver,5
toliman,Counter-Strike: Global Offensive,1
TomThehTmoT,Game of Thrones - A Telltale Games Series,1
TomYoko,Borderlands: The Pre-Sequel,5
76561198010900889,Counter-Strike: Global Offensive,1
GayTom,Rocket League,3
tombin8tor,Left 4 Dead 2,5
tomdownunder,Rogue Legacy,1
tomeyoung,Strike Vector,5
tommyaka,Vindictus,5
76561197993654066,Five Nights at Freddy's,1
76561198173473351,Borderlands 2,5
76561198108059051,The Wolf Among Us,5
76561198042246940,Heroes & Generals,5
DerpyMineTurtle,Life Is Strange™,5
12223536,Warframe,5
76561198031480846,This War of Mine,3
toodybb,No More Room in Hell,5
76561198035180166,Robocraft,3
76561198059186896,Insurgency,3
76561198000791529,Half-Life 2: Update,3
76561198029989793,FINAL FANTASY TYPE-0 HD,1
76561198101089412,Total War: ATTILA,2
dragonphoenix34,Robocraft,3
totallegitimacy,Insurgency,5
airvortex,Counter-Strike: Global Offensive,5
TotesVidya,School of Dragons: How to Train Your Dragon,1
ramphastidae,Terraria,5
supernashwanpower,SUPERHOT,5
76561198108233047,Space Engineers,5
hallyy123,Garry's Mod,5
Bubblepowa_x,Counter-Strike: Global Offensive,3
76561198073425601,Unturned,3
76561198087393066,Undertale,1
KK4,Dead Realm,5
iamahomosexual,Arma 3,3
TrainerJoey,Outlast,1
76561198077183278,Dungeon Defenders II,5
76561198069456026,The Elder Scrolls V: Skyrim,5
transplant369,The Wolf Among Us,5
76561197994405541,MapleStory,4
76561198082161883,Fallout: New Vegas,3
7656119806181852,H1Z1: Just Survive,4
76561198098826029,The Binding of Isaac: Rebirth,3
LeTresTres,Titan Souls,5
76561198043797303,The Elder Scrolls V: Skyrim,1
ITISTHENUTSHACK,Gone Home,5
baldwenis,DayZ,1
KEV_LE7,Counter-Strike: Global Offensive,4
76561198080176279,Stranded Deep,5
Oodan432,Counter-Strike: Global Offensive,5
76561197992809369,Counter-Strike: Global Offensive,1
TripleD3cker,Unturned,3
76561198057197505,The Beginner's Guide,5
Donkey555,Battle of Empires : 1914-1918,5
76561198076039282,METAL GEAR SOLID V: THE PHANTOM PAIN,3
yureeddis,PAYDAY 2,5
76561197970528598,Half-Life 2,5
overlordoverlord,Vegas: Make It Big,5
TroySama,Batman: Arkham City GOTY,5
stewysdsdsdsadasdgsadf,Enter the Gungeon,1
76561198062379753,BioShock 2,3
76561198060418890,Kung Fury,3
TheYap,Left 4 Dead 2,3
76561198083468270,State of Decay,5
76561198063585456,Verdun,5
FokkoChan,PAYDAY: The Heist,5
tsumikai,Garry's Mod,1
76561198069824038,Murder Miners,5
Tubbyness,World of Soccer online,5
Tudah,PAYDAY 2,5
THETUG,Warframe,5
AwesomenessD,ARK: Survival Evolved,1
pieman98,BioShock Infinite,5
Tunnocks,Subnautica,1
76561198079342142,Counter-Strike: Global Offensive,1
76561198060743985,Hyperdimension Neptunia Re;Birth1,5
Turk101,Five Nights at Freddy's 3,5
Turn_on_a_Dime,Call of Duty: Modern Warfare 3,5
76561198121482617,NotGTAV,1
Turtzzz,Block N Load,1
turtletoto123456,Soldier Front 2,3
Turtleboy2001,Goat Simulator,5
76561198038838463,ARK: Survival Evolved,5
eeeeeeeeeltruT,DiRT 3,5
schwarzz09,Counter-Strike: Global Offensive,5
76561198055883765,The Walking Dead: Season Two,3
Darwin420,Grand Theft Auto V,3
DrSparkle,Fractured Space,5
76561198083424293,Chivalry: Medieval Warfare,5
76561198047937253,Killing Floor 2,5
76561198047483430,Sid Meier's Civilization IV,5
194847383,Counter-Strike: Global Offensive,5
pandasmokingbamboo,Kung Fury,3
TwoFlyers,Counter-Strike: Global Offensive,5
76561198077459426,Goat Simulator,3
76561198006532480,The Elder Scrolls V: Skyrim,1
76561198083097927,The Dead Linger,5
76561198083091405,Insurgency,3
Popcorncake,PAYDAY 2,1
76561198054069754,PAYDAY 2,1
76561198052461539,Killing Floor 2,5
timmytimexue,PlanetSide 2,4
NBR588,Cast of the Seven Godsends - Redux,5
42654264,R.I.P.D.: The Game,4
Uetzal,Reign Of Kings,1
uglybutinteresting,Unturned,1
dedlydwagon,Undertale,5
TheUltimateNetwork,BanHammer,1
UltimateSgaming,Star Conflict,5
Ultrablue2258,Mirror's Edge,1
megaglitch016,Robot Roller-Derby Disco Dodgeball,5
76561198098640798,Tabletop Simulator,3
76561198068900778,Stranded Deep,5
76561198112785413,ORION: Prelude,5
76561198011923340,The Elder Scrolls V: Skyrim,5
unbuff,Terraria,5
studsdean,theHunter,5
goboy3133,Garry's Mod,5
huntude,Call of Duty: Modern Warfare 2,1
iceassassin3,Life Is Strange™,5
vagatarian2,100% Orange Juice,3
76561198120479313,Borderlands 2,1
UndrSandAble,FTL: Faster Than Light,1
76561198066050451,Call of Duty: Black Ops II,5
ungstein,Don't Starve Together,3
NikkiRox,Starbound,1
ceruleansketchcat,Hatoful Boyfriend,1
76561198027755721,This War of Mine,5
76561198103139418,Counter-Strike: Global Offensive,3
unknightly,Transistor,5
unkowncode94,Portal 2,5
Unl33t,Fallout 4,5
76561198073518018,ORION: Prelude,1
Blahmatron,PAYDAY 2,3
Ur3ansplace,Sid Meier's Civilization V,5
76561198097307311,Toribash,5
UncleUrkelJerk,Gunpoint,5
Urotsuki,Tomb Raider I,1
arcanesage,Kingdoms of Amalur: Reckoning™,5
usaussie,Gone Home,5
76561198149939310,Geometry Dash,5
leogtz99,Prototype,5
76561198034898515,Counter-Strike: Global Offensive,3
utulien82,Spelunky,5
76561198001743414,Ori and the Blind Forest,5
GetInTheVoiD,Robocraft,5
76561198084363527,Call of Duty: Advanced Warfare,1
youmothersz4life,The Binding of Isaac: Rebirth,3
valdosta,Goat Simulator,1
valentino0429,PAYDAY 2,1
ckwilliam,Painkiller Hell & Damnation,5
falfouchinskaia,Grand Theft Auto V,1
valvoman,Defiance,5
76561197984271449,Dark Souls: Prepare to Die Edition,1
CoffeeCarriesU,DayZ,5
Vapas,Counter-Strike: Global Offensive,5
Vashaa,The Walking Dead,1
alasdair2013,Counter-Strike: Global Offensive,5
vclocks,Batman - The Telltale Series,1
bongsweremadebybongocomics,Infestation: Survivor Stories Classic,3
iamavegan,NBA 2K16,1
vegetox,Far Cry® 3 Blood Dragon,2
76561198045624072,STAR WARS™: The Force Unleashed™ Ultimate Sith Edition,2
76561198072496287,Conflict Desert Storm,5
76561198087507270,Construction-Simulator 2015,1
vengerfire,Heroes & Generals,5
76561198059429616,Kerbal Space Program,5
visforveni,PAYDAY 2,4
AkivaraRyuzaki,Rust,3
Vereake,Total War: WARHAMMER,5
76561197971285616,Jagged Alliance Flashback,1
verrors,MicroVolts Surge,3
76561197976177356,Half-Life 2,5
jnizzi,Assassin's Creed® III,1
Vertex02,PAYDAY 2,3
verticalibre,Counter-Strike: Global Offensive,5
fung_bb,Rise of Nations: Extended Edition,5
AssassinOfTruth,Space Engineers,5
76561198052928427,Besiege,5
Vexenite,Life Is Strange™,3
76561198001768083,Grand Theft Auto: San Andreas,5
76561198068101386,Starbound,5
VictorSkou,Warframe,5
12das,DayZ,5
_Enlightenment_,The Witcher 3: Wild Hunt,5
dontdisturbthecoffee,Factorio,5
76561198053057695,Terraria,5
Vicnick,Grand Theft Auto V,5
76561197993557726,Counter-Strike: Global Offensive,4
76561197996932711,Super Meat Boy,1
76561198074076427,Saints Row IV,5
geroucien,Lambda Wars Beta,5
thombelcar,Geometry Wars 3: Dimensions Evolved,1
jesus-cristo,DARK,4
76561198065746586,Counter-Strike: Global Offensive,5
76561198050727619,Defiance,1
76561198094345587,MapleStory,5
blackviper8881,Out of Ammo,5
76561198072822539,Phantasmal,5
76561198097466813,Counter-Strike: Global Offensive,4
76561198043642424,Squirbs,1
76561198038573915,Arma 3,1
FoxAndVixen,Garry's Mod,3
76561198084406709,The Lord of the Rings: War in the North,5
wasthisusernametaken,Empire: Total War,5
37755753,Kerbal Space Program,3
gabrielpadovani11,FTL: Faster Than Light,1
couchguy123,Rust,5
eledga,Borderlands 2,1
voncrumb,BioShock Infinite,1
VBDJCHDVGMIF,Grand Theft Auto III,5
76561198071337230,Warface,5
76561198023531038,ARK: Survival Evolved,1
pencilspankerjunior,Robocraft,3
voshi_nova,The Binding of Isaac,5
76561198042666584,Defiance,5
76561197971327741,Counter-Strike: Global Offensive,5
76561198054478468,Dawn of Discovery,3
Vulpinatrose,Counter-Strike: Global Offensive,5
vxwolf368,No More Room in Hell,5
76561198064702734,7 Days to Die,3
76561198013490617,Unturned,3
LBWaffles,Spiral Knights,3
wagzy,Counter-Strike: Global Offensive,3
76561198071158212,Stronghold Crusader 2,5
waizell,Black Mesa,5
76561198079315132,Counter-Strike: Global Offensive,4
WaliWan,Trove,1
76561198079527201,Game Dev Tycoon,5
76561198078205345,No Man's Sky,1
76561198050611118,Electronic Super Joy,1
Foxxy346,Insurgency,5
WardPearce,Counter-Strike: Global Offensive,1
SirMicrowavee,Fallout: New Vegas,5
WarpedTech,Contradiction - the all-video murder mystery adventure,5
76561198079662648,Kingdom: Classic,3
subsonicsnigger,Portal 2,5
Steamified,SNOW,1
Helpsme,Realm of the Mad God,5
76561198060207360,The Beginner's Guide,1
DankLord9000,Surgeon Simulator,5
Ryan264,Garry's Mod,1
thewattles,Stardew Valley,5
wavewizard,Call of Duty: Ghosts,5
Waylander37,Stranded Deep,5
wazfu,Loadout,3
76561198090018608,BLOCKADE 3D,1
ultrabrightgaming,Dying Light,5
76561198074900673,Scrap Mechanic,5
webs-is-a-fucking-mess,Bad Rats,3
45544554455445,Orcs Must Die! 2,5
weels1566,Just Cause 3,3
arv,Sakura Clicker,3
76561198060678051,Toribash,5
weirdeiro,The Plan,1
SherbetSnek,Counter-Strike: Global Offensive,5
76561198056843351,Total War: ROME II - Emperor Edition,1
weMAD,Depth,5
wwere,Terraria,5
Wertizl,Warframe,5
spudkins,Rocket League,2
AUFC,Borderlands 2,5
76561198036077253,DARK SOULS™ II: Scholar of the First Sin,3
autisticoranges,Super Meat Boy,3
76561198013261893,Risk of Rain,5
76561198087438032,Ziggurat,5
wheebs,ArcheAge,3
SlapMyAssAndCallMeSusan,Rust,5
whiplash_J,Robocraft,3
76561198043226578,Marvel Heroes 2016,3
grimnixilis,Portal,1
76561198058188878,Loadout,1
76561197972718483,F1 2013,5
76561198029443761,Call of Duty: Modern Warfare 2,1
10936543792,Total War: SHOGUN 2,5
Why_Not_Zoidberg,Modular Combat,5
76561198091447998,Counter-Strike: Source,5
76561197965668941,Sid Meier's Civilization V,5
wicky46,Brawlhalla,5
curryguts,Terraria,1
youareTERRIBLE,Counter-Strike: Global Offensive,5
76561198042997251,Counter-Strike: Global Offensive,3
76561198045983131,Granado Espada,1
76561198072351366,Killing Floor,3
RoyalRenegade,Counter-Strike: Global Offensive,1
wilham7,Counter-Strike: Global Offensive,3
william079,TOXIKK,5
PBCharlie,Counter-Strike: Global Offensive,3
76561198083615276,SMITE,3
WillZENex,Mount & Blade: Warband,1
wilsonufs,Sins of a Solar Empire: Rebellion,5
76561198070207487,Counter-Strike: Global Offensive,3
tog02,Fallout: New Vegas,5
dothed4nnydance,Bad Rats,5
bradkickass1000,HunieCam Studio,3
76561198072830152,Relic Hunters Zero,5
76561198092384284,Kerbal Space Program,3
76561198022693314,A New Beginning - Final Cut,1
whycantidraw,StarForge,2
Darkness211,Season of 12 Colors,3
WTFH555,how do you Do It?,3
76561198084875025,Counter-Strike: Global Offensive,2
76561198030777156,Counter-Strike: Global Offensive,5
76561198097749829,Left 4 Dead 2,5
tesreat,Train Simulator,5
76561198069488221,Counter-Strike: Global Offensive,3
ReloyJenkins,Counter-Strike: Global Offensive,5
Wizardkoer,Aliens vs. Predator,5
76561198086100927,Garry's Mod,3
76561197971366625,Counter-Strike: Global Offensive,1
76561198029997863,Hyperdimension Neptunia Re;Birth3 V Generation,3
wizzledonker,Uncrowded,2
76561198086326043,Polarity,1
76561198057003548,Gone Home,1
Den_Lad,Counter-Strike: Global Offensive,5
76561198048055849,Warframe,5
haloelite82,Happy Wars,5
76561198054210948,Unturned,5
wolfclawe,Boring Man - Online Tactical Stickman Combat,5
76561198058864606,PAYDAY: The Heist,5
Wolkren,Sunrider: Mask of Arcadius,5
lifeondelay,Ace of Spades,2
wolvau,Robocraft,2
WomBatman230,No Man's Sky,4
76561198000628126,PAYDAY 2,3
Wdsy,Counter-Strike: Global Offensive,5
denkmeames,Fallout 4,5
76561198065703266,The Stomping Land,2
rusticrobbo,The Walking Dead,5
carterbegrie,No More Room in Hell,3
wtmoe,Insurgency,1
76561198066846892,Left 4 Dead 2,1
76561198085267385,The Binding of Isaac,5
76561198067490430,Natural Selection 2,5
76561197980188639,Space Hulk,5
guatemalaaa,Tom Clancy's Ghost Recon Phantoms - NA,5
yungwarez,AirMech,3
AWoodenCarving,Counter-Strike: Global Offensive,1
Lightning_Wolf,Zero Gear,5
76561198059866467,Loren The Amazon Princess,5
SociopathicDestruction,StarForge,5
76561198136842952,Resident Evil 6 / Biohazard 6,3
76561198077207405,Fractured Space,5
iBluz,The Plan,5
Xela666,Chaos Reborn,5
xenesquatro,Firefall,1
76561198055314663,Stranded Deep,5
99kk,Godus,1
TWENNYJUANPIKLETS,Counter-Strike: Global Offensive,5
76561198066290766,EPOCH,1
76561198045020988,Fallout 3 - Game of the Year Edition,5
5343039,DayZ,1
XeroChances,Call of Duty: Black Ops III,3
Xero_Kasai,Left 4 Dead 2,5
xeroer,Undertale,3
bawblybooiscommingtoeatyou,Counter-Strike: Global Offensive,1
xhog,Unturned,1
76561198040340682,Gunjitsu,5
Iassassinatedkennedy,Counter-Strike: Global Offensive,5
76561198024559632,DayZ,1
MatusPocus,Regency Solitaire,5
xJerkensteinx,Counter-Strike: Global Offensive,3
76561198076474887,Five Nights at Freddy's 2,5
76561198110607508,Watch_Dogs,3
leherplederp,Terraria,5
76561198063928869,XCOM 2,5
xthunder8irdx,Realm of the Mad God,1
Xtr3m3AU,No Man's Sky,1
76561198013600577,Life is Feudal: Your Own,1
AncestorSiezzz,Warframe,5
76561198000723558,Unturned,1
xXPERT_HUNTERx,Tomb Raider,5
76561197986891235,METAL SLUG 3,3
LittleWickle,DayZ,3
76561198088615969,The Forest,5
76561198113977933,Saints Row: Gat out of Hell,3
76561198099278832,Rust,1
GoatsGoatsGoatsGoatsGoatsGoats,Don't Starve,5
xxzing,Rust,1
76561198061981193,Sonic Adventure™ 2 ,5
76561198094106185,ARK: Survival Evolved,5
yogidude,Evolve Stage 2,5
daddyfistmeplease,Sakura Spirit,3
wermztv,7 Days to Die,5
76561198091605281,Mass Effect,5
Yadelsxo,Nomad,1
76561198081863483,Universe Sandbox,5
yaknakz,Starbound,5
76561198046042568,Arma 3,1
76561198044291330,BioShock,3
yamaaaaa,STAR WARS™ Empire at War: Gold Pack,5
yanz15,Gang Beasts,1
Cybs,Unturned,3
76561198059014191,ARK: Survival Of The Fittest,5
mcjacob,Elsword,5
amazingcpan,Space Engineers,5
76561198038998675,Portal Knights,1
yellomit2k,Super Meat Boy,3
YellowTanjelo,Supreme Commander: Forged Alliance,5
76561198063145410,Trove,5
76561198075120679,Garry's Mod,3
patientjuNKY,Garry's Mod,5
YODAJACOB,Trove,3
76561198098040975,Aliens: Colonial Marines,1
76561198044511328,Dead by Daylight,1
yokta,War Thunder,5
YoloGhost,PAYDAY 2,3
76561198058819691,Undertale,5
DHISHANT,Squad,5
_bailey,Loadout,5
76561198018469813,Chivalry: Medieval Warfare,5
--000--,Distance,5
youagain,Broforce,3
76561198051367425,Farming Simulator 2013,5
napoleoninrags,Ace of Spades,1
76561198082566561,Heroes & Generals,1
76561198072332727,Undertale,1
76561198131296449,The Walking Dead: Season Two,5
76561198078586370,Port Royale 3,5
76561198059865927,Serious Sam 3: BFE,1
ESHAYDOGS,PAYDAY 2,5
Blarst,Crusader Kings II,5
76561198090194786,Ballistic Overkill,1
ytrewqwert,The Elder Scrolls V: Skyrim,1
purplecubefruit,Sniper Elite 3,1
xupidah,Killing Floor,5
RRRRRRoss,SMITE,5
yukiist,The Walking Dead,1
yulsuf,OTTTD,1
swag0swagger,Unturned,5
76561198044856249,PAYDAY: The Heist,3
76561198082199887,AirMech,5
Ninjabunny13,The Elder Scrolls V: Skyrim,3
76561198045768753,FTL: Faster Than Light,1
76561198089668873,Garry's Mod,5
76561198018138686,Euro Truck Simulator 2,3
76561198068916178,CrimeCraft GangWars,5
76561198069291858,War Thunder,1
quackw33dsmok3,Blacklight: Retribution,5
aaaarrrghhhh,Project Zomboid,1
BigMemeManZombie,The Stanley Parable,1
76561198076798503,Unturned,3
z3man12,Space Engineers,5
76561198066776743,GRAV,1
76561198078147424,Call of Duty: Modern Warfare 2,3
76561198033992409,Gotham City Impostors: Free To Play,5
zakbot,Spintires,5
76561198050560606,Counter-Strike: Global Offensive,5
zanven42,Dino D-Day,5
Sabdoor,BioShock Infinite,5
ZareeFish,7 Days to Die,5
76561198075193579,Fable Anniversary,5
76561198065093772,Counter-Strike: Global Offensive,5
zealix,Insecticide Part 1,3
Kutosotuk,Kung Fury,3
ZELR4R,Mount Your Friends,5
ZelvoOffical,Insurgency,5
76561198085775287,EAC eSports,5
76561198015450790,Poker Night 2,5
hoarfrostkid,Neverwinter,1
76561197972468339,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,5
76561197976404001,Neverwinter,5
76561198064056486,Yet Another Zombie Defense,5
76561198069478009,Counter-Strike: Global Offensive,2
zeroepix,Dead Island: Epidemic,1
zeshirky,Mirror's Edge,5
Inferno_Panda,Warface,2
zgeddon,Counter-Strike: Global Offensive,5
76561198128997978,Undertale,5
zharques,PAYDAY 2,5
hatsunezhenix,Terraria,4
76561198082307155,No Man's Sky,5
ZieSorX,Dirty Bomb,3
KNGZigg,Saints Row: The Third,3
